date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,hybrid_predicted,best_model_predicted,best_model,sentiment,was_split,split_ratio
2025-09-18,179.0,217.27662658691406,138.24819151024255,142.65513809549253,142.66500305954384,217.27662658691406,XGBoost,0.0,True,5
2025-09-19,180.5,216.81497192382812,138.24819151024255,142.91304932088482,141.87604347255655,216.81497192382812,XGBoost,0.0,True,5
2025-09-22,179.5,215.78094482421875,138.24819151024255,142.59637973220393,140.63988564716212,215.78094482421875,XGBoost,0.0,True,5
2025-09-23,179.5,216.35919189453125,138.24819151024255,145.12445004869755,141.7961514706037,216.35919189453125,XGBoost,0.0,True,5
2025-09-24,180.0,217.27249145507812,138.24819151024255,145.12445004869755,141.85895454151657,217.27249145507812,XGBoost,0.0,True,5
2025-09-25,183.0,216.906005859375,138.24819151024255,142.72235269888216,140.3901751443509,216.906005859375,XGBoost,0.0,True,5
2025-09-26,190.5,216.2470703125,138.24819151024255,140.38949823656392,139.81488408288732,216.2470703125,XGBoost,0.0,True,5
2025-09-29,202.0,216.80787658691406,138.24819151024255,140.56963175893281,139.73700322879836,216.80787658691406,XGBoost,0.0,True,5
2025-09-30,222.0,215.3717803955078,138.24819151024255,136.68797443185687,138.83899204744333,215.3717803955078,XGBoost,0.0,True,5
2025-10-01,216.5,215.82933044433594,138.24819151024255,137.11376042314487,138.83179481287368,215.82933044433594,XGBoost,0.0,True,5
2025-10-02,216.5,217.75987243652344,138.24819151024255,143.36181516613684,141.53924499316028,217.75987243652344,XGBoost,0.0,True,5
2025-10-03,220.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-07,219.5,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-08,216.5,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-09,218.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-10,219.5,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-13,219.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-14,218.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-15,219.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-16,216.5,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-17,217.0,,138.24819151024255,,,,XGBoost,0.0,True,5
2025-10-21,225.5,,138.24819151024255,,,,XGBoost,0.0,True,5
