Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
2/29/24,6.1,6.1,6,6,8,28827,175744.7
2/28/24,6.3,6.4,6.1,6.1,38,67018,418948.6
2/27/24,6.1,6.3,6.1,6.2,9,10350,64556.8
2/26/24,6,6,5.9,5.9,15,17000,101423.5
2/22/24,6.1,6.2,6.1,6.1,16,31219,190945.8
2/21/24,6.1,6.1,5.9,6,9,4573,27420.8
2/20/24,5.9,6,5.8,6,35,63285,368320.1
2/19/24,6,6.1,5.8,5.9,33,25292,149447.5
2/16/24,6.1,6.1,6.1,6.1,1,1624,9906.4
2/15/24,6,6,5.9,5.9,6,4022,24049.5
2/14/24,6.1,6.1,5.9,6,14,13448,80131.5
2/13/24,5.9,6.1,5.9,5.9,5,3578,21110.4
2/12/24,6,6.1,5.9,6,11,5303,31997.7
2/9/24,6,6.1,5.7,6,32,52085,305043.5
2/8/24,6,6,5.9,5.9,15,12895,76119
2/7/24,6,6,5.9,6,11,57395,339568.6
2/6/24,6,6.1,6,6,8,10505,63030.4
2/2/24,6,6,6,6,12,50131,300786
2/1/24,5.9,6,5.9,5.9,10,7230,42657.5
1/31/24,6,6,5.8,5.9,5,4260,25145.5
1/30/24,5.9,6,5.9,6,7,1555,9220
1/29/24,5.9,6,5.8,5.9,10,6173,36435
1/26/24,6,6,5.9,5.9,6,4532,27050.6
1/24/24,6,6,5.9,6,4,2064,12379
1/23/24,5.9,6,5.8,6,6,2463,14348
1/22/24,5.9,6,5.8,5.8,12,27378,161376.8
1/19/24,5.9,6,5.8,5.8,37,71583,421282.3
1/18/24,6,6,5.8,5.9,23,86920,508441.7
1/17/24,6,6.1,5.8,6,26,117446,687913.9
1/16/24,6.2,6.2,6,6,18,66037,396479.4
1/12/24,6.3,6.3,6.1,6.1,29,192632,1180107.4
1/11/24,6.3,6.3,6.3,6.3,5,674,4246.2
1/10/24,6.4,6.4,6,6,50,216630,1324424.4
1/9/24,6.3,6.4,6.3,6.3,12,16763,106433.2
1/8/24,6.4,6.5,6.3,6.3,29,65464,413811
1/5/24,6.5,6.5,6.4,6.5,8,7745,50142.5
1/4/24,6.4,6.5,6.3,6.4,11,23103,147859.2
1/3/24,6.4,6.4,6.3,6.4,9,2635,16860.6
1/2/24,6.4,6.4,6.3,6.3,13,34535,218854
12/29/23,6.1,6.4,6,6.3,12,51539,322146.7
12/28/23,6.2,6.2,6.1,6.1,22,14652,89842.4
12/27/23,6.3,6.3,6.2,6.3,8,2414,15097.3
12/22/23,6.2,6.3,6.2,6.3,8,2005,12481.5
12/21/23,6.3,6.3,6.1,6.3,9,3043,18770.8
12/20/23,6.2,6.2,6.1,6.1,16,74215,453603
12/19/23,6.2,6.3,6.2,6.3,9,7404,45945.2
12/18/23,6.4,6.4,6.3,6.3,5,624,3938.6
12/15/23,6.4,6.4,6.3,6.4,10,1300,8247.5
12/14/23,6.4,6.4,6.4,6.4,3,100,640
12/13/23,6.4,6.5,6.1,6.4,29,21496,134188
12/12/23,6.5,6.5,6.4,6.4,19,9388,60423.3
12/11/23,6.5,6.5,6.4,6.5,5,1384,8995
12/8/23,6.5,6.5,6.4,6.4,4,1323,8479.5
12/7/23,6.6,6.6,6.5,6.5,5,481,3164.6
12/6/23,6.6,6.6,6.5,6.5,8,3306,21799.6
12/5/23,6.6,6.6,6.3,6.3,8,50009,315271.9
12/4/23,6.5,6.6,6.3,6.4,10,11367,72792.2
12/1/23,6.2,6.5,6.1,6.5,28,338436,2100452.7
11/30/23,6.2,6.3,6.2,6.2,7,1418,8819.5
11/29/23,6.3,6.3,6.2,6.2,6,609,3779.6
11/28/23,6.3,6.4,6.2,6.2,12,3163,19617.9
11/27/23,6.3,6.3,6.2,6.2,5,1058,6654.7
11/24/23,6.2,6.2,6,6.2,58,234307,1428797.8
11/23/23,6.3,6.5,6.2,6.3,35,74983,470462.7
11/22/23,6.3,6.5,6.3,6.5,6,3829,24744.3
11/21/23,6.5,6.5,6.3,6.5,27,83724,544204
11/20/23,6.5,6.6,6.3,6.3,22,53540,337912
11/17/23,6.6,6.6,6.5,6.5,2,2600,17060
11/16/23,6.5,6.5,6.4,6.4,27,46223,297921.8
11/15/23,6.8,6.8,6.6,6.6,22,7820,52356
11/14/23,6.7,6.8,6.5,6.7,11,9584,63312.8
